year,disease_category,metric_type,value,level,is_aggregate
2000,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,30.75336954335144,1,False
2000,Circulatory system diseases,rate_per_10000,122.76830617581976,1,False
2000,Clinical and laboratory abnormalities,rate_per_10000,13.784952725809697,1,False
2000,Congenital anomalies,rate_per_10000,3.273989136994569,1,False
2000,Digestive system diseases,rate_per_10000,101.66465499899417,1,False
2000,Ear and mastoid process diseases,rate_per_10000,...,1,False
2000,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,35.70584389458861,1,False
2000,Eye and adnexa diseases,rate_per_10000,...,1,False
2000,Genitourinary system diseases,rate_per_10000,59.99924562462281,1,False
2000,Infectious and parasitic diseases,rate_per_10000,190.51624421645545,1,False
2000,"Injuries, poisoning and external causes",rate_per_10000,159.55416415208208,1,False
2000,Mental and behavioral disorders,rate_per_10000,15.234610742305371,1,False
2000,Musculoskeletal system and connective tissue diseases,rate_per_10000,16.154948702474353,1,False
2000,Neoplasms,rate_per_10000,7.910883122108228,1,False
2000,Nervous system diseases,rate_per_10000,106.76297525648764,1,False
2000,Perinatal period conditions,rate_per_10000,685.2488161786074,1,False
2000,"Pregnancy, childbirth and puerperium",rate_per_10000,56.557267247153376,1,False
2000,Respiratory system diseases,rate_per_10000,765.1365419432709,1,False
2000,Skin and subcutaneous tissue diseases,rate_per_10000,47.82739891369946,1,False
2001,All diseases,absolute_cases,1345770,0,True
2001,Blood and blood-forming organ diseases and immune disorders,absolute_cases,26384,1,False
2001,Circulatory system diseases,absolute_cases,98056,1,False
2001,Clinical and laboratory abnormalities,absolute_cases,11059,1,False
2001,Congenital anomalies,absolute_cases,2559,1,False
2001,Digestive system diseases,absolute_cases,80278,1,False
2001,Ear and mastoid process diseases,absolute_cases,22653,1,False
2001,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,29223,1,False
2001,Eye and adnexa diseases,absolute_cases,24433,1,False
2001,Genitourinary system diseases,absolute_cases,48606,1,False
2001,Infectious and parasitic diseases,absolute_cases,150274,1,False
2001,"Injuries, poisoning and external causes",absolute_cases,120902,1,False
2001,Mental and behavioral disorders,absolute_cases,9804,1,False
2001,Musculoskeletal system and connective tissue diseases,absolute_cases,12532,1,False
2001,Neoplasms,absolute_cases,6616,1,False
2001,Nervous system diseases,absolute_cases,44141,1,False
2001,Perinatal period conditions,absolute_cases,7409,1,False
2001,"Pregnancy, childbirth and puerperium",absolute_cases,12845,1,False
2001,Respiratory system diseases,absolute_cases,599946,1,False
2001,Skin and subcutaneous tissue diseases,absolute_cases,38050,1,False
2001,All diseases,rate_per_10000,1675.3227352512793,0,True
2001,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,32.844925244930224,1,False
2001,Circulatory system diseases,rate_per_10000,122.0679953690448,1,False
2001,Clinical and laboratory abnormalities,rate_per_10000,13.767132666907342,1,False
2001,Congenital anomalies,rate_per_10000,3.1856490184117816,1,False
2001,Digestive system diseases,rate_per_10000,99.93651109810902,1,False
2001,Ear and mastoid process diseases,rate_per_10000,28.200276363455288,1,False
2001,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,36.379140783527745,1,False
2001,Eye and adnexa diseases,rate_per_10000,30.416163527493186,1,False
2001,Genitourinary system diseases,rate_per_10000,60.50865814338533,1,False
2001,Infectious and parasitic diseases,rate_per_10000,187.07316162282612,1,False
2001,"Injuries, poisoning and external causes",rate_per_10000,150.5085336553424,1,False
2001,Mental and behavioral disorders,rate_per_10000,12.204807728217705,1,False
2001,Musculoskeletal system and connective tissue diseases,rate_per_10000,15.600841539170164,1,False
2001,Neoplasms,rate_per_10000,8.236128919817252,1,False
2001,Nervous system diseases,rate_per_10000,54.95026702685207,1,False
2001,Perinatal period conditions,rate_per_10000,671.3726485193375,1,False
2001,"Pregnancy, childbirth and puerperium",rate_per_10000,55.98291529560461,1,False
2001,Respiratory system diseases,rate_per_10000,746.8610339976846,1,False
2001,Skin and subcutaneous tissue diseases,rate_per_10000,47.36770033238307,1,False
2002,All diseases,absolute_cases,1354071.0,0,True
2002,Blood and blood-forming organ diseases and immune disorders,absolute_cases,28253.0,1,False
2002,Circulatory system diseases,absolute_cases,102239.0,1,False
2002,Clinical and laboratory abnormalities,absolute_cases,10768.0,1,False
2002,Congenital anomalies,absolute_cases,2198.0,1,False
2002,Digestive system diseases,absolute_cases,83525.0,1,False
2002,Ear and mastoid process diseases,absolute_cases,24332.0,1,False
2002,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,30275.0,1,False
2002,Eye and adnexa diseases,absolute_cases,27567.0,1,False
2002,Genitourinary system diseases,absolute_cases,50666.0,1,False
2002,Infectious and parasitic diseases,absolute_cases,128423.0,1,False
2002,"Injuries, poisoning and external causes",absolute_cases,113653.0,1,False
2002,Mental and behavioral disorders,absolute_cases,10522.0,1,False
2002,Musculoskeletal system and connective tissue diseases,absolute_cases,13073.0,1,False
2002,Neoplasms,absolute_cases,7293.0,1,False
2002,Nervous system diseases,absolute_cases,44581.0,1,False
2002,Perinatal period conditions,absolute_cases,7356.0,1,False
2002,"Pregnancy, childbirth and puerperium",absolute_cases,13515.0,1,False
2002,Respiratory system diseases,absolute_cases,617222.0,1,False
2002,Skin and subcutaneous tissue diseases,absolute_cases,38610.0,1,False
2002,All diseases,rate_per_10000,1669.5695596956955,0,True
2002,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,34.8359493483595,1,False
2002,Circulatory system diseases,rate_per_10000,126.06068826060688,1,False
2002,Clinical and laboratory abnormalities,rate_per_10000,13.27694413276944,1,False
2002,Congenital anomalies,rate_per_10000,2.7101340271013403,1,False
2002,Digestive system diseases,rate_per_10000,102.98632602986326,1,False
2002,Ear and mastoid process diseases,rate_per_10000,30.001356300013562,1,False
2002,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,37.329075373290756,1,False
2002,Eye and adnexa diseases,rate_per_10000,33.99011133990111,1,False
2002,Genitourinary system diseases,rate_per_10000,62.47117862471178,1,False
2002,Infectious and parasitic diseases,rate_per_10000,158.3455605834556,1,False
2002,"Injuries, poisoning and external causes",rate_per_10000,140.13415040134151,1,False
2002,Mental and behavioral disorders,rate_per_10000,12.97362612973626,1,False
2002,Musculoskeletal system and connective tissue diseases,rate_per_10000,16.119009161190093,1,False
2002,Neoplasms,rate_per_10000,8.99226908992269,1,False
2002,Nervous system diseases,rate_per_10000,54.96837354968373,1,False
2002,Perinatal period conditions,rate_per_10000,664.4086167186018,1,False
2002,"Pregnancy, childbirth and puerperium",rate_per_10000,57.45807027613034,1,False
2002,Respiratory system diseases,rate_per_10000,761.0347336103473,1,False
2002,Skin and subcutaneous tissue diseases,rate_per_10000,47.6061304760613,1,False
2003,All diseases,absolute_cases,1388783.0,0,True
2003,Blood and blood-forming organ diseases and immune disorders,absolute_cases,32606.0,1,False
2003,Circulatory system diseases,absolute_cases,107440.0,1,False
2003,Clinical and laboratory abnormalities,absolute_cases,11297.0,1,False
2003,Congenital anomalies,absolute_cases,2546.0,1,False
2003,Digestive system diseases,absolute_cases,89474.0,1,False
2003,Ear and mastoid process diseases,absolute_cases,26731.0,1,False
2003,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,31911.0,1,False
2003,Eye and adnexa diseases,absolute_cases,27343.0,1,False
2003,Genitourinary system diseases,absolute_cases,53944.0,1,False
2003,Infectious and parasitic diseases,absolute_cases,115411.0,1,False
2003,"Injuries, poisoning and external causes",absolute_cases,114595.0,1,False
2003,Mental and behavioral disorders,absolute_cases,10871.0,1,False
2003,Musculoskeletal system and connective tissue diseases,absolute_cases,14078.0,1,False
2003,Neoplasms,absolute_cases,7584.0,1,False
2003,Nervous system diseases,absolute_cases,43788.0,1,False
2003,Perinatal period conditions,absolute_cases,7673.0,1,False
2003,"Pregnancy, childbirth and puerperium",absolute_cases,15745.0,1,False
2003,Respiratory system diseases,absolute_cases,632892.0,1,False
2003,Skin and subcutaneous tissue diseases,absolute_cases,42854.0,1,False
2003,All diseases,rate_per_10000,1695.871391588922,0,True
2003,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,39.81585502857422,1,False
2003,Circulatory system diseases,rate_per_10000,131.19718653836762,1,False
2003,Clinical and laboratory abnormalities,rate_per_10000,13.794998290431298,1,False
2003,Congenital anomalies,rate_per_10000,3.1089727934352562,1,False
2003,Digestive system diseases,rate_per_10000,109.2585356322962,1,False
2003,Ear and mastoid process diseases,rate_per_10000,32.64177209006985,1,False
2003,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,38.96717628095541,1,False
2003,Eye and adnexa diseases,rate_per_10000,33.38909783617448,1,False
2003,Genitourinary system diseases,rate_per_10000,65.8721242612221,1,False
2003,Infectious and parasitic diseases,rate_per_10000,140.9307380452303,1,False
2003,"Injuries, poisoning and external causes",rate_per_10000,139.93430371709078,1,False
2003,Mental and behavioral disorders,rate_per_10000,13.274800957358472,1,False
2003,Musculoskeletal system and connective tissue diseases,rate_per_10000,17.190934401406732,1,False
2003,Neoplasms,rate_per_10000,9.260977873296538,1,False
2003,Nervous system diseases,rate_per_10000,53.470424461485855,1,False
2003,Perinatal period conditions,rate_per_10000,676.23185595812,1,False
2003,"Pregnancy, childbirth and puerperium",rate_per_10000,68.0012092942904,1,False
2003,Respiratory system diseases,rate_per_10000,772.8373955941972,1,False
2003,Skin and subcutaneous tissue diseases,rate_per_10000,52.32989791432619,1,False
2004,All diseases,absolute_cases,1447322.0,0,True
2004,Blood and blood-forming organ diseases and immune disorders,absolute_cases,34873.0,1,False
2004,Circulatory system diseases,absolute_cases,110346.0,1,False
2004,Clinical and laboratory abnormalities,absolute_cases,10305.0,1,False
2004,Congenital anomalies,absolute_cases,2618.0,1,False
2004,Digestive system diseases,absolute_cases,97787.0,1,False
2004,Ear and mastoid process diseases,absolute_cases,28268.0,1,False
2004,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,33684.0,1,False
2004,Eye and adnexa diseases,absolute_cases,28573.0,1,False
2004,Genitourinary system diseases,absolute_cases,55875.0,1,False
2004,Infectious and parasitic diseases,absolute_cases,120819.0,1,False
2004,"Injuries, poisoning and external causes",absolute_cases,115881.0,1,False
2004,Mental and behavioral disorders,absolute_cases,10251.0,1,False
2004,Musculoskeletal system and connective tissue diseases,absolute_cases,15290.0,1,False
2004,Neoplasms,absolute_cases,7688.0,1,False
2004,Nervous system diseases,absolute_cases,47202.0,1,False
2004,Perinatal period conditions,absolute_cases,7842.0,1,False
2004,"Pregnancy, childbirth and puerperium",absolute_cases,17643.0,1,False
2004,Respiratory system diseases,absolute_cases,658513.0,1,False
2004,Skin and subcutaneous tissue diseases,absolute_cases,43864.0,1,False
2004,All diseases,rate_per_10000,1748.3323870843049,0,True
2004,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,42.12579877511083,1,False
2004,Circulatory system diseases,rate_per_10000,133.29548337218995,1,False
2004,Clinical and laboratory abnormalities,rate_per_10000,12.448207965403526,1,False
2004,Congenital anomalies,rate_per_10000,3.162485051278644,1,False
2004,Digestive system diseases,rate_per_10000,118.12449415942886,1,False
2004,Ear and mastoid process diseases,rate_per_10000,34.14710749791624,1,False
2004,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,40.68951354746748,1,False
2004,Eye and adnexa diseases,rate_per_10000,34.515540630322654,1,False
2004,Genitourinary system diseases,rate_per_10000,67.49574187937137,1,False
2004,Infectious and parasitic diseases,rate_per_10000,145.9466315547878,1,False
2004,"Injuries, poisoning and external causes",rate_per_10000,139.98163874225384,1,False
2004,Mental and behavioral disorders,rate_per_10000,12.382977181305339,1,False
2004,Musculoskeletal system and connective tissue diseases,rate_per_10000,18.469975719652584,1,False
2004,Neoplasms,rate_per_10000,9.286930891608181,1,False
2004,Nervous system diseases,rate_per_10000,57.01895316671297,1,False
2004,Perinatal period conditions,rate_per_10000,595.8559065109529,1,False
2004,"Pregnancy, childbirth and puerperium",rate_per_10000,71.40168761002853,1,False
2004,Respiratory system diseases,rate_per_10000,795.4688764601428,1,False
2004,Skin and subcutaneous tissue diseases,rate_per_10000,52.98672432745854,1,False
2005,All diseases,absolute_cases,1503824.0,0,True
2005,Blood and blood-forming organ diseases and immune disorders,absolute_cases,38005.0,1,False
2005,Circulatory system diseases,absolute_cases,117345.0,1,False
2005,Clinical and laboratory abnormalities,absolute_cases,9924.0,1,False
2005,Congenital anomalies,absolute_cases,2694.0,1,False
2005,Digestive system diseases,absolute_cases,107162.0,1,False
2005,Ear and mastoid process diseases,absolute_cases,29034.0,1,False
2005,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,34213.0,1,False
2005,Eye and adnexa diseases,absolute_cases,29304.0,1,False
2005,Genitourinary system diseases,absolute_cases,58978.0,1,False
2005,Infectious and parasitic diseases,absolute_cases,129299.0,1,False
2005,"Injuries, poisoning and external causes",absolute_cases,116122.0,1,False
2005,Mental and behavioral disorders,absolute_cases,11305.0,1,False
2005,Musculoskeletal system and connective tissue diseases,absolute_cases,15749.0,1,False
2005,Neoplasms,absolute_cases,7405.0,1,False
2005,Nervous system diseases,absolute_cases,48740.0,1,False
2005,Perinatal period conditions,absolute_cases,7990.0,1,False
2005,"Pregnancy, childbirth and puerperium",absolute_cases,19190.0,1,False
2005,Respiratory system diseases,absolute_cases,677123.0,1,False
2005,Skin and subcutaneous tissue diseases,absolute_cases,44242.0,1,False
2005,All diseases,rate_per_10000,1794.4751381215472,0,True
2005,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,45.350405116761934,1,False
2005,Circulatory system diseases,rate_per_10000,140.0248201138384,1,False
2005,Clinical and laboratory abnormalities,rate_per_10000,11.8,1,False
2005,Congenital anomalies,rate_per_10000,3.214682051955181,1,False
2005,Digestive system diseases,rate_per_10000,127.87370380535302,1,False
2005,Ear and mastoid process diseases,rate_per_10000,34.64553774924526,1,False
2005,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,40.82550744006778,1,False
2005,Eye and adnexa diseases,rate_per_10000,34.967721919263035,1,False
2005,Genitourinary system diseases,rate_per_10000,70.37695547892079,1,False
2005,Infectious and parasitic diseases,rate_per_10000,154.28922592269967,1,False
2005,"Injuries, poisoning and external causes",rate_per_10000,138.56544515112824,1,False
2005,Mental and behavioral disorders,rate_per_10000,13.5,1,False
2005,Musculoskeletal system and connective tissue diseases,rate_per_10000,18.792883309666717,1,False
2005,Neoplasms,rate_per_10000,8.836199181413553,1,False
2005,Nervous system diseases,rate_per_10000,58.160209061728104,1,False
2005,Perinatal period conditions,rate_per_10000,563.0686182620277,1,False
2005,"Pregnancy, childbirth and puerperium",rate_per_10000,76.2,1,False
2005,Respiratory system diseases,rate_per_10000,807.9937472405522,1,False
2005,Skin and subcutaneous tissue diseases,rate_per_10000,52.79285944417264,1,False
2006,All diseases,absolute_cases,1475056.0,0,True
2006,Blood and blood-forming organ diseases and immune disorders,absolute_cases,36916.0,1,False
2006,Circulatory system diseases,absolute_cases,116755.0,1,False
2006,Clinical and laboratory abnormalities,absolute_cases,11846.0,1,False
2006,Congenital anomalies,absolute_cases,2857.0,1,False
2006,Digestive system diseases,absolute_cases,109487.0,1,False
2006,Ear and mastoid process diseases,absolute_cases,32061.0,1,False
2006,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,37387.0,1,False
2006,Eye and adnexa diseases,absolute_cases,33573.0,1,False
2006,Genitourinary system diseases,absolute_cases,58427.0,1,False
2006,Infectious and parasitic diseases,absolute_cases,131541.0,1,False
2006,"Injuries, poisoning and external causes",absolute_cases,101608.0,1,False
2006,Mental and behavioral disorders,absolute_cases,14202.0,1,False
2006,Musculoskeletal system and connective tissue diseases,absolute_cases,17557.0,1,False
2006,Neoplasms,absolute_cases,7901.0,1,False
2006,Nervous system diseases,absolute_cases,42689.0,1,False
2006,Perinatal period conditions,absolute_cases,7282.0,1,False
2006,"Pregnancy, childbirth and puerperium",absolute_cases,24481.0,1,False
2006,Respiratory system diseases,absolute_cases,643741.0,1,False
2006,Skin and subcutaneous tissue diseases,absolute_cases,44745.0,1,False
2006,All diseases,rate_per_10000,1737.4858650584245,0,True
2006,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,43.48379193366001,1,False
2006,Circulatory system diseases,rate_per_10000,137.52709197135317,1,False
2006,Clinical and laboratory abnormalities,rate_per_10000,13.953543158688278,1,False
2006,Congenital anomalies,rate_per_10000,3.365294006784772,1,False
2006,Digestive system diseases,rate_per_10000,128.9660290237467,1,False
2006,Ear and mastoid process diseases,rate_per_10000,37.765030154542025,1,False
2006,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,44.03858839050132,1,False
2006,Eye and adnexa diseases,rate_per_10000,39.546032793064455,1,False
2006,Genitourinary system diseases,rate_per_10000,68.82185261967584,1,False
2006,Infectious and parasitic diseases,rate_per_10000,154.9436958160573,1,False
2006,"Injuries, poisoning and external causes",rate_per_10000,119.68526196758387,1,False
2006,Mental and behavioral disorders,rate_per_10000,16.7287033546928,1,False
2006,Musculoskeletal system and connective tissue diseases,rate_per_10000,20.68059743686393,1,False
2006,Neoplasms,rate_per_10000,9.306681115718055,1,False
2006,Nervous system diseases,rate_per_10000,50.283876743309456,1,False
2006,Perinatal period conditions,rate_per_10000,488.90201818108574,1,False
2006,"Pregnancy, childbirth and puerperium",rate_per_10000,94.7847297506582,1,False
2006,Respiratory system diseases,rate_per_10000,758.2701187335092,1,False
2006,Skin and subcutaneous tissue diseases,rate_per_10000,52.70566339992461,1,False
2007,All diseases,absolute_cases,1557804.0,0,True
2007,Blood and blood-forming organ diseases and immune disorders,absolute_cases,43484.0,1,False
2007,Circulatory system diseases,absolute_cases,109487.0,1,False
2007,Clinical and laboratory abnormalities,absolute_cases,11029.0,1,False
2007,Congenital anomalies,absolute_cases,2753.0,1,False
2007,Digestive system diseases,absolute_cases,109990.0,1,False
2007,Ear and mastoid process diseases,absolute_cases,32729.0,1,False
2007,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,39128.0,1,False
2007,Eye and adnexa diseases,absolute_cases,38289.0,1,False
2007,Genitourinary system diseases,absolute_cases,63792.0,1,False
2007,Infectious and parasitic diseases,absolute_cases,136612.0,1,False
2007,"Injuries, poisoning and external causes",absolute_cases,107174.0,1,False
2007,Mental and behavioral disorders,absolute_cases,13746.0,1,False
2007,Musculoskeletal system and connective tissue diseases,absolute_cases,18200.0,1,False
2007,Neoplasms,absolute_cases,8324.0,1,False
2007,Nervous system diseases,absolute_cases,45471.0,1,False
2007,Perinatal period conditions,absolute_cases,7925.0,1,False
2007,"Pregnancy, childbirth and puerperium",absolute_cases,29340.0,1,False
2007,Respiratory system diseases,absolute_cases,695066.0,1,False
2007,Skin and subcutaneous tissue diseases,absolute_cases,45265.0,1,False
2007,All diseases,rate_per_10000,1810.7683366267581,0,True
2007,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,50.54515866558177,1,False
2007,Circulatory system diseases,rate_per_10000,127.26606997558991,1,False
2007,Clinical and laboratory abnormalities,rate_per_10000,12.90530183358491,1,False
2007,Congenital anomalies,rate_per_10000,3.2213524297632836,1,False
2007,Digestive system diseases,rate_per_10000,127.85074973846332,1,False
2007,Ear and mastoid process diseases,rate_per_10000,38.043705684063696,1,False
2007,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,45.48180867139369,1,False
2007,Eye and adnexa diseases,rate_per_10000,44.5065674764617,1,False
2007,Genitourinary system diseases,rate_per_10000,74.15087760083692,1,False
2007,Infectious and parasitic diseases,rate_per_10000,158.79576891781937,1,False
2007,"Injuries, poisoning and external causes",rate_per_10000,125.40691075461321,1,False
2007,Mental and behavioral disorders,rate_per_10000,15.97814715796815,1,False
2007,Musculoskeletal system and connective tissue diseases,rate_per_10000,21.155410903173312,1,False
2007,Neoplasms,rate_per_10000,9.675694525165639,1,False
2007,Nervous system diseases,rate_per_10000,52.854818086713934,1,False
2007,Perinatal period conditions,rate_per_10000,521.5085251015049,1,False
2007,"Pregnancy, childbirth and puerperium",rate_per_10000,111.25647005289802,1,False
2007,Respiratory system diseases,rate_per_10000,807.9344414739044,1,False
2007,Skin and subcutaneous tissue diseases,rate_per_10000,52.61536673253516,1,False
2008,All diseases,absolute_cases,1596789.0,0,True
2008,Blood and blood-forming organ diseases and immune disorders,absolute_cases,41709.0,1,False
2008,Circulatory system diseases,absolute_cases,110929.0,1,False
2008,Clinical and laboratory abnormalities,absolute_cases,9891.0,1,False
2008,Congenital anomalies,absolute_cases,2624.0,1,False
2008,Digestive system diseases,absolute_cases,118744.0,1,False
2008,Ear and mastoid process diseases,absolute_cases,37355.0,1,False
2008,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,49668.0,1,False
2008,Eye and adnexa diseases,absolute_cases,39525.0,1,False
2008,Genitourinary system diseases,absolute_cases,68545.0,1,False
2008,Infectious and parasitic diseases,absolute_cases,134340.0,1,False
2008,"Injuries, poisoning and external causes",absolute_cases,113991.0,1,False
2008,Mental and behavioral disorders,absolute_cases,13094.0,1,False
2008,Musculoskeletal system and connective tissue diseases,absolute_cases,19879.0,1,False
2008,Neoplasms,absolute_cases,8999.0,1,False
2008,Nervous system diseases,absolute_cases,50005.0,1,False
2008,Perinatal period conditions,absolute_cases,8156.0,1,False
2008,"Pregnancy, childbirth and puerperium",absolute_cases,33762.0,1,False
2008,Respiratory system diseases,absolute_cases,684924.0,1,False
2008,Skin and subcutaneous tissue diseases,absolute_cases,50649.0,1,False
2008,All diseases,rate_per_10000,1831.4950966335953,0,True
2008,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,47.83965131616677,1,False
2008,Circulatory system diseases,rate_per_10000,127.23404255319149,1,False
2008,Clinical and laboratory abnormalities,rate_per_10000,11.3,1,False
2008,Congenital anomalies,rate_per_10000,3.0096920341801914,1,False
2008,Digestive system diseases,rate_per_10000,136.19774043700178,1,False
2008,Ear and mastoid process diseases,rate_per_10000,42.84567299420772,1,False
2008,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,56.96851522624304,1,False
2008,Eye and adnexa diseases,rate_per_10000,45.33463325113265,1,False
2008,Genitourinary system diseases,rate_per_10000,78.62017548890292,1,False
2008,Infectious and parasitic diseases,rate_per_10000,154.0861386706429,1,False
2008,"Injuries, poisoning and external causes",rate_per_10000,130.7461145839307,1,False
2008,Mental and behavioral disorders,rate_per_10000,15.0,1,False
2008,Musculoskeletal system and connective tissue diseases,rate_per_10000,22.80094052876068,1,False
2008,Neoplasms,rate_per_10000,10.32172965533062,1,False
2008,Nervous system diseases,rate_per_10000,57.35504960715719,1,False
2008,Perinatal period conditions,rate_per_10000,536.2755283195035,1,False
2008,"Pregnancy, childbirth and puerperium",rate_per_10000,126.51103533555664,1,False
2008,Respiratory system diseases,rate_per_10000,785.5984400986408,1,False
2008,Skin and subcutaneous tissue diseases,rate_per_10000,58.09370878018007,1,False
2009,All diseases,absolute_cases,1620986.0,0,True
2009,Blood and blood-forming organ diseases and immune disorders,absolute_cases,44396.0,1,False
2009,Circulatory system diseases,absolute_cases,114130.0,1,False
2009,Clinical and laboratory abnormalities,absolute_cases,11026.0,1,False
2009,Congenital anomalies,absolute_cases,2701.0,1,False
2009,Digestive system diseases,absolute_cases,115133.0,1,False
2009,Ear and mastoid process diseases,absolute_cases,41278.0,1,False
2009,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,46595.0,1,False
2009,Eye and adnexa diseases,absolute_cases,40996.0,1,False
2009,Genitourinary system diseases,absolute_cases,70687.0,1,False
2009,Infectious and parasitic diseases,absolute_cases,132916.0,1,False
2009,"Injuries, poisoning and external causes",absolute_cases,106487.0,1,False
2009,Mental and behavioral disorders,absolute_cases,12915.0,1,False
2009,Musculoskeletal system and connective tissue diseases,absolute_cases,19965.0,1,False
2009,Neoplasms,absolute_cases,9100.0,1,False
2009,Nervous system diseases,absolute_cases,52730.0,1,False
2009,Perinatal period conditions,absolute_cases,8889.0,1,False
2009,"Pregnancy, childbirth and puerperium",absolute_cases,43428.0,1,False
2009,Respiratory system diseases,absolute_cases,697040.0,1,False
2009,Skin and subcutaneous tissue diseases,absolute_cases,50574.0,1,False
2009,All diseases,rate_per_10000,1836.33274047557,0,True
2009,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,50.29397437495043,1,False
2009,Circulatory system diseases,rate_per_10000,129.29208251673785,1,False
2009,Clinical and laboratory abnormalities,rate_per_10000,12.5,1,False
2009,Congenital anomalies,rate_per_10000,3.059825767788565,1,False
2009,Digestive system diseases,rate_per_10000,130.42833029352124,1,False
2009,Ear and mastoid process diseases,rate_per_10000,46.7617504786288,1,False
2009,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,52.78510982973276,1,False
2009,Eye and adnexa diseases,rate_per_10000,46.442286996023704,1,False
2009,Genitourinary system diseases,rate_per_10000,80.07771345711599,1,False
2009,Infectious and parasitic diseases,rate_per_10000,150.57378813453718,1,False
2009,"Injuries, poisoning and external causes",rate_per_10000,120.63371585875636,1,False
2009,Mental and behavioral disorders,rate_per_10000,14.6,1,False
2009,Musculoskeletal system and connective tissue diseases,rate_per_10000,22.61733485890363,1,False
2009,Neoplasms,rate_per_10000,10.308927984774506,1,False
2009,Nervous system diseases,rate_per_10000,59.73513985023733,1,False
2009,Perinatal period conditions,rate_per_10000,584.2683335633861,1,False
2009,"Pregnancy, childbirth and puerperium",rate_per_10000,161.5,1,False
2009,Respiratory system diseases,rate_per_10000,789.6412266491452,1,False
2009,Skin and subcutaneous tissue diseases,rate_per_10000,57.29271691230614,1,False
2010,All diseases,absolute_cases,1604610.0,0,True
2010,Blood and blood-forming organ diseases and immune disorders,absolute_cases,45204.0,1,False
2010,Circulatory system diseases,absolute_cases,113739.0,1,False
2010,Clinical and laboratory abnormalities,absolute_cases,11145.0,1,False
2010,Congenital anomalies,absolute_cases,2550.0,1,False
2010,Digestive system diseases,absolute_cases,114856.0,1,False
2010,Ear and mastoid process diseases,absolute_cases,43179.0,1,False
2010,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,42517.0,1,False
2010,Eye and adnexa diseases,absolute_cases,42604.0,1,False
2010,Genitourinary system diseases,absolute_cases,72696.0,1,False
2010,Infectious and parasitic diseases,absolute_cases,129485.0,1,False
2010,"Injuries, poisoning and external causes",absolute_cases,101876.0,1,False
2010,Mental and behavioral disorders,absolute_cases,11201.0,1,False
2010,Musculoskeletal system and connective tissue diseases,absolute_cases,18784.0,1,False
2010,Neoplasms,absolute_cases,8979.0,1,False
2010,Nervous system diseases,absolute_cases,53815.0,1,False
2010,Perinatal period conditions,absolute_cases,8209.0,1,False
2010,"Pregnancy, childbirth and puerperium",absolute_cases,42850.0,1,False
2010,Respiratory system diseases,absolute_cases,688352.0,1,False
2010,Skin and subcutaneous tissue diseases,absolute_cases,52569.0,1,False
2010,All diseases,rate_per_10000,1796.0,0,True
2010,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,50.59601759511098,1,False
2010,Circulatory system diseases,rate_per_10000,127.30600047009841,1,False
2010,Clinical and laboratory abnormalities,rate_per_10000,12.5,1,False
2010,Congenital anomalies,rate_per_10000,2.854168765320171,1,False
2010,Digestive system diseases,rate_per_10000,128.5562383174955,1,False
2010,Ear and mastoid process diseases,rate_per_10000,48.32947181088614,1,False
2010,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,47.6,1,False
2010,Eye and adnexa diseases,rate_per_10000,47.68588473635316,1,False
2010,Genitourinary system diseases,rate_per_10000,81.36731473086869,1,False
2010,Infectious and parasitic diseases,rate_per_10000,144.93021277548326,1,False
2010,"Injuries, poisoning and external causes",rate_per_10000,114.02795966108145,1,False
2010,Mental and behavioral disorders,rate_per_10000,12.5,1,False
