year,disease_category,metric_type,value,level,is_aggregate
2010,Musculoskeletal system and connective tissue diseases,rate_per_10000,21.024590622656504,1,False
2010,Neoplasms,rate_per_10000,10.1,1,False
2010,Nervous system diseases,rate_per_10000,60.23415376694313,1,False
2010,Perinatal period conditions,rate_per_10000,495.58387616742027,1,False
2010,"Pregnancy, childbirth and puerperium",rate_per_10000,158.8272359983691,1,False
2010,Respiratory system diseases,rate_per_10000,770.4599129198707,1,False
2010,Skin and subcutaneous tissue diseases,rate_per_10000,58.839528558476886,1,False
2011,All diseases,absolute_cases,1618072.0,0,True
2011,Blood and blood-forming organ diseases and immune disorders,absolute_cases,44826.0,1,False
2011,Circulatory system diseases,absolute_cases,113702.0,1,False
2011,Clinical and laboratory abnormalities,absolute_cases,10483.0,1,False
2011,Congenital anomalies,absolute_cases,2706.0,1,False
2011,Digestive system diseases,absolute_cases,118278.0,1,False
2011,Ear and mastoid process diseases,absolute_cases,43042.0,1,False
2011,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,44905.0,1,False
2011,Eye and adnexa diseases,absolute_cases,43217.0,1,False
2011,Genitourinary system diseases,absolute_cases,77072.0,1,False
2011,Infectious and parasitic diseases,absolute_cases,120613.0,1,False
2011,"Injuries, poisoning and external causes",absolute_cases,107006.0,1,False
2011,Mental and behavioral disorders,absolute_cases,11555.0,1,False
2011,Musculoskeletal system and connective tissue diseases,absolute_cases,18188.0,1,False
2011,Neoplasms,absolute_cases,9651.0,1,False
2011,Nervous system diseases,absolute_cases,54667.0,1,False
2011,Perinatal period conditions,absolute_cases,7399.0,1,False
2011,"Pregnancy, childbirth and puerperium",absolute_cases,46097.0,1,False
2011,Respiratory system diseases,absolute_cases,694738.0,1,False
2011,Skin and subcutaneous tissue diseases,absolute_cases,49927.0,1,False
2011,All diseases,rate_per_10000,1787.3126332416518,0,True
2011,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,49.514530934155154,1,False
2011,Circulatory system diseases,rate_per_10000,125.59454772398404,1,False
2011,Clinical and laboratory abnormalities,rate_per_10000,11.57945896985563,1,False
2011,Congenital anomalies,rate_per_10000,2.9890313815157237,1,False
2011,Digestive system diseases,rate_per_10000,130.6491698976041,1,False
2011,Ear and mastoid process diseases,rate_per_10000,47.54393522660746,1,False
2011,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,49.601793860666504,1,False
2011,Eye and adnexa diseases,rate_per_10000,47.737239177740214,1,False
2011,Genitourinary system diseases,rate_per_10000,85.13326926688096,1,False
2011,Infectious and parasitic diseases,rate_per_10000,133.2283969027184,1,False
2011,"Injuries, poisoning and external causes",rate_per_10000,118.19818625664138,1,False
2011,Mental and behavioral disorders,rate_per_10000,12.7635837447946,1,False
2011,Musculoskeletal system and connective tissue diseases,rate_per_10000,20.090355789729486,1,False
2011,Neoplasms,rate_per_10000,10.66043675647016,1,False
2011,Nervous system diseases,rate_per_10000,60.38484055185516,1,False
2011,Perinatal period conditions,rate_per_10000,420.2258167113453,1,False
2011,"Pregnancy, childbirth and puerperium",rate_per_10000,170.66641984450203,1,False
2011,Respiratory system diseases,rate_per_10000,767.4034308689841,1,False
2011,Skin and subcutaneous tissue diseases,rate_per_10000,55.149064961173515,1,False
2012,All diseases,absolute_cases,1686887,0,True
2012,Blood and blood-forming organ diseases and immune disorders,absolute_cases,45942,1,False
2012,Circulatory system diseases,absolute_cases,121988,1,False
2012,Clinical and laboratory abnormalities,absolute_cases,10610,1,False
2012,Congenital anomalies,absolute_cases,2633,1,False
2012,Digestive system diseases,absolute_cases,131534,1,False
2012,Ear and mastoid process diseases,absolute_cases,42492,1,False
2012,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,46590,1,False
2012,Eye and adnexa diseases,absolute_cases,44922,1,False
2012,Genitourinary system diseases,absolute_cases,81578,1,False
2012,Infectious and parasitic diseases,absolute_cases,118039,1,False
2012,"Injuries, poisoning and external causes",absolute_cases,114707,1,False
2012,Mental and behavioral disorders,absolute_cases,10554,1,False
2012,Musculoskeletal system and connective tissue diseases,absolute_cases,20007,1,False
2012,Neoplasms,absolute_cases,10075,1,False
2012,Nervous system diseases,absolute_cases,58730,1,False
2012,Perinatal period conditions,absolute_cases,6810,1,False
2012,"Pregnancy, childbirth and puerperium",absolute_cases,44717,1,False
2012,Respiratory system diseases,absolute_cases,724329,1,False
2012,Skin and subcutaneous tissue diseases,absolute_cases,50630,1,False
2012,All diseases,rate_per_10000,1838.4086401185727,0,True
2012,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,50.06865886353233,1,False
2012,Circulatory system diseases,rate_per_10000,132.9453562632141,1,False
2012,Clinical and laboratory abnormalities,rate_per_10000,11.56302447742976,1,False
2012,Congenital anomalies,rate_per_10000,2.869504566359337,1,False
2012,Digestive system diseases,rate_per_10000,143.34880882320888,1,False
2012,Ear and mastoid process diseases,rate_per_10000,46.30876871771399,1,False
2012,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,50.77486431700778,1,False
2012,Eye and adnexa diseases,rate_per_10000,48.957039168246915,1,False
2012,Genitourinary system diseases,rate_per_10000,88.90559951175919,1,False
2012,Infectious and parasitic diseases,rate_per_10000,128.64164432529043,1,False
2012,"Injuries, poisoning and external causes",rate_per_10000,125.01035332069138,1,False
2012,Mental and behavioral disorders,rate_per_10000,11.50199437651213,1,False
2012,Musculoskeletal system and connective tissue diseases,rate_per_10000,21.804093376054404,1,False
2012,Neoplasms,rate_per_10000,10.979969049020248,1,False
2012,Nervous system diseases,rate_per_10000,64.00531833736568,1,False
2012,Perinatal period conditions,rate_per_10000,390.3272214548143,1,False
2012,"Pregnancy, childbirth and puerperium",rate_per_10000,165.65533081425502,1,False
2012,Respiratory system diseases,rate_per_10000,789.3905708494083,1,False
2012,Skin and subcutaneous tissue diseases,rate_per_10000,55.1777501689226,1,False
2013,All diseases,absolute_cases,1739584.0,0,True
2013,Blood and blood-forming organ diseases and immune disorders,absolute_cases,48238.0,1,False
2013,Circulatory system diseases,absolute_cases,129970.0,1,False
2013,Clinical and laboratory abnormalities,absolute_cases,9820.0,1,False
2013,Congenital anomalies,absolute_cases,2796.0,1,False
2013,Digestive system diseases,absolute_cases,138522.0,1,False
2013,Ear and mastoid process diseases,absolute_cases,39428.0,1,False
2013,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,48549.0,1,False
2013,Eye and adnexa diseases,absolute_cases,51153.0,1,False
2013,Genitourinary system diseases,absolute_cases,89327.0,1,False
2013,Infectious and parasitic diseases,absolute_cases,112429.0,1,False
2013,"Injuries, poisoning and external causes",absolute_cases,121199.0,1,False
2013,Mental and behavioral disorders,absolute_cases,10804.0,1,False
2013,Musculoskeletal system and connective tissue diseases,absolute_cases,21360.0,1,False
2013,Neoplasms,absolute_cases,10894.0,1,False
2013,Nervous system diseases,absolute_cases,63307.0,1,False
2013,Perinatal period conditions,absolute_cases,7106.0,1,False
2013,"Pregnancy, childbirth and puerperium",absolute_cases,51954.0,1,False
2013,Respiratory system diseases,absolute_cases,731015.0,1,False
2013,Skin and subcutaneous tissue diseases,absolute_cases,51713.0,1,False
2013,All diseases,rate_per_10000,1871.1642715773173,0,True
2013,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,51.88667068238534,1,False
2013,Circulatory system diseases,rate_per_10000,139.80079167025215,1,False
2013,Clinical and laboratory abnormalities,rate_per_10000,10.56277428792703,1,False
2013,Congenital anomalies,rate_per_10000,3.007486446949488,1,False
2013,Digestive system diseases,rate_per_10000,148.99965579554257,1,False
2013,Ear and mastoid process diseases,rate_per_10000,42.41029171327769,1,False
2013,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,52.22119438946735,1,False
2013,Eye and adnexa diseases,rate_per_10000,55.0221581619482,1,False
2013,Genitourinary system diseases,rate_per_10000,96.08359865760262,1,False
2013,Infectious and parasitic diseases,rate_per_10000,120.93300920746925,1,False
2013,"Injuries, poisoning and external causes",rate_per_10000,130.36636261939594,1,False
2013,Mental and behavioral disorders,rate_per_10000,11.62120299457878,1,False
2013,Musculoskeletal system and connective tissue diseases,rate_per_10000,22.975647534635577,1,False
2013,Neoplasms,rate_per_10000,11.718010498235953,1,False
2013,Nervous system diseases,rate_per_10000,68.09547371138457,1,False
2013,Perinatal period conditions,rate_per_10000,411.53407346919863,1,False
2013,"Pregnancy, childbirth and puerperium",rate_per_10000,192.95105102874544,1,False
2013,Respiratory system diseases,rate_per_10000,786.3081920660874,1,False
2013,Skin and subcutaneous tissue diseases,rate_per_10000,55.62451596248172,1,False
2014,All diseases,absolute_cases,1852918.0,0,True
2014,Blood and blood-forming organ diseases and immune disorders,absolute_cases,59473.0,1,False
2014,Circulatory system diseases,absolute_cases,140433.0,1,False
2014,Clinical and laboratory abnormalities,absolute_cases,9752.0,1,False
2014,Congenital anomalies,absolute_cases,3786.0,1,False
2014,Digestive system diseases,absolute_cases,152362.0,1,False
2014,Ear and mastoid process diseases,absolute_cases,45008.0,1,False
2014,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,51099.0,1,False
2014,Eye and adnexa diseases,absolute_cases,66112.0,1,False
2014,Genitourinary system diseases,absolute_cases,95643.0,1,False
2014,Infectious and parasitic diseases,absolute_cases,123445.0,1,False
2014,"Injuries, poisoning and external causes",absolute_cases,123796.0,1,False
2014,Mental and behavioral disorders,absolute_cases,12749.0,1,False
2014,Musculoskeletal system and connective tissue diseases,absolute_cases,27262.0,1,False
2014,Neoplasms,absolute_cases,11011.0,1,False
2014,Nervous system diseases,absolute_cases,74355.0,1,False
2014,Perinatal period conditions,absolute_cases,7897.0,1,False
2014,"Pregnancy, childbirth and puerperium",absolute_cases,55232.0,1,False
2014,Respiratory system diseases,absolute_cases,741198.0,1,False
2014,Skin and subcutaneous tissue diseases,absolute_cases,52305.0,1,False
2014,All diseases,rate_per_10000,1968.0279550934138,0,True
2014,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,63.16767745430213,1,False
2014,Circulatory system diseases,rate_per_10000,149.15720491550806,1,False
2014,Clinical and laboratory abnormalities,rate_per_10000,10.357829444190715,1,False
2014,Congenital anomalies,rate_per_10000,4.0211999872545166,1,False
2014,Digestive system diseases,rate_per_10000,161.82727745855064,1,False
2014,Ear and mastoid process diseases,rate_per_10000,47.804059436437214,1,False
2014,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,54.27345434461663,1,False
2014,Eye and adnexa diseases,rate_per_10000,70.2191161007318,1,False
2014,Genitourinary system diseases,rate_per_10000,101.6,1,False
2014,Infectious and parasitic diseases,rate_per_10000,131.11384902975007,1,False
2014,"Injuries, poisoning and external causes",rate_per_10000,131.48665441684102,1,False
2014,Mental and behavioral disorders,rate_per_10000,13.541013903198055,1,False
2014,Musculoskeletal system and connective tissue diseases,rate_per_10000,28.955613854340367,1,False
2014,Neoplasms,rate_per_10000,11.695043069112383,1,False
2014,Nervous system diseases,rate_per_10000,78.97420101751442,1,False
2014,Perinatal period conditions,rate_per_10000,463.1590059998944,1,False
2014,"Pregnancy, childbirth and puerperium",rate_per_10000,205.7,1,False
2014,Respiratory system diseases,rate_per_10000,787.2438954445519,1,False
2014,Skin and subcutaneous tissue diseases,rate_per_10000,55.55437541821117,1,False
2015,All diseases,absolute_cases,1824086.0,0,True
2015,Blood and blood-forming organ diseases and immune disorders,absolute_cases,64078.0,1,False
2015,Circulatory system diseases,absolute_cases,134225.0,1,False
2015,Clinical and laboratory abnormalities,absolute_cases,9214.0,1,False
2015,Congenital anomalies,absolute_cases,3334.0,1,False
2015,Digestive system diseases,absolute_cases,156197.0,1,False
2015,Ear and mastoid process diseases,absolute_cases,42305.0,1,False
2015,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,53371.0,1,False
2015,Eye and adnexa diseases,absolute_cases,62274.0,1,False
2015,Genitourinary system diseases,absolute_cases,98413.0,1,False
2015,Infectious and parasitic diseases,absolute_cases,114955.0,1,False
2015,"Injuries, poisoning and external causes",absolute_cases,110247.0,1,False
2015,Mental and behavioral disorders,absolute_cases,7764.0,1,False
2015,Musculoskeletal system and connective tissue diseases,absolute_cases,28282.0,1,False
2015,Neoplasms,absolute_cases,11118.0,1,False
2015,Nervous system diseases,absolute_cases,72961.0,1,False
2015,Perinatal period conditions,absolute_cases,7495.0,1,False
2015,"Pregnancy, childbirth and puerperium",absolute_cases,51501.0,1,False
2015,Respiratory system diseases,absolute_cases,752669.0,1,False
2015,Skin and subcutaneous tissue diseases,absolute_cases,43683.0,1,False
2015,All diseases,rate_per_10000,1914.1785355356683,0,True
2015,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,67.2428450193985,1,False
2015,Circulatory system diseases,rate_per_10000,140.85444103637388,1,False
2015,Clinical and laboratory abnormalities,rate_per_10000,9.669084147581664,1,False
2015,Congenital anomalies,rate_per_10000,3.498667956157724,1,False
2015,Digestive system diseases,rate_per_10000,163.9116492945315,1,False
2015,Ear and mastoid process diseases,rate_per_10000,44.39446547248126,1,False
2015,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,56.007020842259706,1,False
2015,Eye and adnexa diseases,rate_per_10000,65.3497445416215,1,False
2015,Genitourinary system diseases,rate_per_10000,103.2736681371776,1,False
2015,Infectious and parasitic diseases,rate_per_10000,120.63268593284677,1,False
2015,"Injuries, poisoning and external causes",rate_per_10000,115.69215541767264,1,False
2015,Mental and behavioral disorders,rate_per_10000,8.147467909900591,1,False
2015,Musculoskeletal system and connective tissue diseases,rate_per_10000,29.678862368342152,1,False
2015,Neoplasms,rate_per_10000,11.667123676233224,1,False
2015,Nervous system diseases,rate_per_10000,76.56458090858538,1,False
2015,Perinatal period conditions,rate_per_10000,450.9,1,False
2015,"Pregnancy, childbirth and puerperium",rate_per_10000,192.6,1,False
2015,Respiratory system diseases,rate_per_10000,789.843704827018,1,False
2015,Skin and subcutaneous tissue diseases,rate_per_10000,45.840525593532654,1,False
2016,All diseases,absolute_cases,1867071.0,0,True
2016,Blood and blood-forming organ diseases and immune disorders,absolute_cases,67831.0,1,False
2016,Circulatory system diseases,absolute_cases,142277.0,1,False
2016,Clinical and laboratory abnormalities,absolute_cases,9958.0,1,False
2016,Congenital anomalies,absolute_cases,3439.0,1,False
2016,Digestive system diseases,absolute_cases,163009.0,1,False
2016,Ear and mastoid process diseases,absolute_cases,46034.0,1,False
2016,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,53246.0,1,False
2016,Eye and adnexa diseases,absolute_cases,67651.0,1,False
2016,Genitourinary system diseases,absolute_cases,104694.0,1,False
2016,Infectious and parasitic diseases,absolute_cases,116827.0,1,False
2016,"Injuries, poisoning and external causes",absolute_cases,109171.0,1,False
2016,Mental and behavioral disorders,absolute_cases,10058.0,1,False
2016,Musculoskeletal system and connective tissue diseases,absolute_cases,29393.0,1,False
2016,Neoplasms,absolute_cases,11761.0,1,False
2016,Nervous system diseases,absolute_cases,73045.0,1,False
2016,Perinatal period conditions,absolute_cases,7722.0,1,False
2016,"Pregnancy, childbirth and puerperium",absolute_cases,57581.0,1,False
2016,Respiratory system diseases,absolute_cases,749438.0,1,False
2016,Skin and subcutaneous tissue diseases,absolute_cases,43936.0,1,False
2016,All diseases,rate_per_10000,1937.2,0,True
2016,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,70.38008211822351,1,False
2016,Circulatory system diseases,rate_per_10000,147.62375526727436,1,False
2016,Clinical and laboratory abnormalities,rate_per_10000,10.332220632649816,1,False
2016,Congenital anomalies,rate_per_10000,3.568237272111139,1,False
2016,Digestive system diseases,rate_per_10000,169.13486173002752,1,False
2016,Ear and mastoid process diseases,rate_per_10000,47.763953063205626,1,False
2016,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,55.24697929364051,1,False
2016,Eye and adnexa diseases,rate_per_10000,70.19331773643229,1,False
2016,Genitourinary system diseases,rate_per_10000,108.6283899291665,1,False
2016,Infectious and parasitic diseases,rate_per_10000,121.21734684179356,1,False
2016,"Injuries, poisoning and external causes",rate_per_10000,113.27363513627367,1,False
2016,Mental and behavioral disorders,rate_per_10000,10.43597862253383,1,False
2016,Musculoskeletal system and connective tissue diseases,rate_per_10000,30.497585966607357,1,False
2016,Neoplasms,rate_per_10000,12.202977190258535,1,False
2016,Nervous system diseases,rate_per_10000,75.79002371077586,1,False
2016,Perinatal period conditions,rate_per_10000,484.2472282145186,1,False
2016,"Pregnancy, childbirth and puerperium",rate_per_10000,216.3,1,False
2016,Respiratory system diseases,rate_per_10000,777.6018042269345,1,False
2016,Skin and subcutaneous tissue diseases,rate_per_10000,45.58711043543908,1,False
2017,All diseases,absolute_cases,1875652.0,0,True
2017,Blood and blood-forming organ diseases and immune disorders,absolute_cases,67779.0,1,False
2017,Circulatory system diseases,absolute_cases,143182.0,1,False
2017,Clinical and laboratory abnormalities,absolute_cases,10884.0,1,False
2017,Congenital anomalies,absolute_cases,3665.0,1,False
2017,Digestive system diseases,absolute_cases,160801.0,1,False
2017,Ear and mastoid process diseases,absolute_cases,46188.0,1,False
2017,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,47476.0,1,False
2017,Eye and adnexa diseases,absolute_cases,69261.0,1,False
2017,Genitourinary system diseases,absolute_cases,107333.0,1,False
2017,Infectious and parasitic diseases,absolute_cases,124457.0,1,False
2017,"Injuries, poisoning and external causes",absolute_cases,118472.0,1,False
2017,Mental and behavioral disorders,absolute_cases,10281.0,1,False
2017,Musculoskeletal system and connective tissue diseases,absolute_cases,29486.0,1,False
2017,Neoplasms,absolute_cases,12082.0,1,False
2017,Nervous system diseases,absolute_cases,72306.0,1,False
2017,Perinatal period conditions,absolute_cases,8387.0,1,False
2017,"Pregnancy, childbirth and puerperium",absolute_cases,64670.0,1,False
2017,Respiratory system diseases,absolute_cases,735922.0,1,False
2017,Skin and subcutaneous tissue diseases,absolute_cases,43020.0,1,False
2017,All diseases,rate_per_10000,1926.9,0,True
2017,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,69.6,1,False
2017,Circulatory system diseases,rate_per_10000,147.1,1,False
2017,Clinical and laboratory abnormalities,rate_per_10000,11.2,1,False
2017,Congenital anomalies,rate_per_10000,3.8,1,False
2017,Digestive system diseases,rate_per_10000,165.2,1,False
2017,Ear and mastoid process diseases,rate_per_10000,47.5,1,False
2017,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,48.8,1,False
2017,Eye and adnexa diseases,rate_per_10000,71.2,1,False
2017,Genitourinary system diseases,rate_per_10000,110.3,1,False
2017,Infectious and parasitic diseases,rate_per_10000,127.9,1,False
2017,"Injuries, poisoning and external causes",rate_per_10000,121.7,1,False
2017,Mental and behavioral disorders,rate_per_10000,10.6,1,False
2017,Musculoskeletal system and connective tissue diseases,rate_per_10000,30.3,1,False
2017,Neoplasms,rate_per_10000,12.4,1,False
2017,Nervous system diseases,rate_per_10000,74.3,1,False
2017,Perinatal period conditions,rate_per_10000,582.3,1,False
2017,"Pregnancy, childbirth and puerperium",rate_per_10000,243.8,1,False
2017,Respiratory system diseases,rate_per_10000,756.0,1,False
2017,Skin and subcutaneous tissue diseases,rate_per_10000,44.2,1,False
2018,All diseases,absolute_cases,1895897.0,0,True
2018,Blood and blood-forming organ diseases and immune disorders,absolute_cases,66190.0,1,False
2018,Circulatory system diseases,absolute_cases,144719.0,1,False
2018,Clinical and laboratory abnormalities,absolute_cases,11357.0,1,False
2018,Congenital anomalies,absolute_cases,3103.0,1,False
2018,Digestive system diseases,absolute_cases,164531.0,1,False
2018,Ear and mastoid process diseases,absolute_cases,49526.0,1,False
2018,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,49566.0,1,False
2018,Eye and adnexa diseases,absolute_cases,76952.0,1,False
2018,Genitourinary system diseases,absolute_cases,106821.0,1,False
2018,Infectious and parasitic diseases,absolute_cases,119954.0,1,False
2018,"Injuries, poisoning and external causes",absolute_cases,115499.0,1,False
2018,Mental and behavioral disorders,absolute_cases,9790.0,1,False
2018,Musculoskeletal system and connective tissue diseases,absolute_cases,28878.0,1,False
2018,Neoplasms,absolute_cases,11895.0,1,False
2018,Nervous system diseases,absolute_cases,65469.0,1,False
2018,Perinatal period conditions,absolute_cases,8539.0,1,False
2018,"Pregnancy, childbirth and puerperium",absolute_cases,58988.0,1,False
2018,Respiratory system diseases,absolute_cases,762809.0,1,False
2018,Skin and subcutaneous tissue diseases,absolute_cases,41311.0,1,False
2018,All diseases,rate_per_10000,1930.7,0,True
2018,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,67.4,1,False
2018,Circulatory system diseases,rate_per_10000,147.4,1,False
2018,Clinical and laboratory abnormalities,rate_per_10000,11.6,1,False
2018,Congenital anomalies,rate_per_10000,3.2,1,False
2018,Digestive system diseases,rate_per_10000,167.6,1,False
2018,Ear and mastoid process diseases,rate_per_10000,50.4,1,False
2018,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,50.5,1,False
2018,Eye and adnexa diseases,rate_per_10000,78.4,1,False
2018,Genitourinary system diseases,rate_per_10000,108.8,1,False
2018,Infectious and parasitic diseases,rate_per_10000,122.2,1,False
2018,"Injuries, poisoning and external causes",rate_per_10000,117.6,1,False
2018,Mental and behavioral disorders,rate_per_10000,10.0,1,False
2018,Musculoskeletal system and connective tissue diseases,rate_per_10000,29.4,1,False
2018,Neoplasms,rate_per_10000,12.1,1,False
2018,Nervous system diseases,rate_per_10000,66.7,1,False
2018,Perinatal period conditions,rate_per_10000,614.4,1,False
2018,"Pregnancy, childbirth and puerperium",rate_per_10000,223.2,1,False
2018,Respiratory system diseases,rate_per_10000,776.8,1,False
2018,Skin and subcutaneous tissue diseases,rate_per_10000,42.1,1,False
2019,All diseases,absolute_cases,1936715.0,0,True
2019,Blood and blood-forming organ diseases and immune disorders,absolute_cases,69925.0,1,False
2019,Circulatory system diseases,absolute_cases,149330.0,1,False
2019,Clinical and laboratory abnormalities,absolute_cases,11323.0,1,False
2019,Congenital anomalies,absolute_cases,3348.0,1,False
2019,Digestive system diseases,absolute_cases,169225.0,1,False
2019,Ear and mastoid process diseases,absolute_cases,48699.0,1,False
2019,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,49126.0,1,False
2019,Eye and adnexa diseases,absolute_cases,80393.0,1,False
2019,Genitourinary system diseases,absolute_cases,106093.0,1,False
2019,Infectious and parasitic diseases,absolute_cases,120031.0,1,False
2019,"Injuries, poisoning and external causes",absolute_cases,122361.0,1,False
2019,Mental and behavioral disorders,absolute_cases,11718.0,1,False
2019,Musculoskeletal system and connective tissue diseases,absolute_cases,29330.0,1,False
2019,Neoplasms,absolute_cases,13079.0,1,False
2019,Nervous system diseases,absolute_cases,69199.0,1,False
2019,Perinatal period conditions,absolute_cases,10402.0,1,False
2019,"Pregnancy, childbirth and puerperium",absolute_cases,57622.0,1,False
2019,Respiratory system diseases,absolute_cases,771571.0,1,False
2019,Skin and subcutaneous tissue diseases,absolute_cases,43940.0,1,False
2019,All diseases,rate_per_10000,1950.1,0,True
2019,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,70.4,1,False
2019,Circulatory system diseases,rate_per_10000,150.4,1,False
2019,Clinical and laboratory abnormalities,rate_per_10000,11.4,1,False
2019,Congenital anomalies,rate_per_10000,3.4,1,False
2019,Digestive system diseases,rate_per_10000,170.4,1,False
2019,Ear and mastoid process diseases,rate_per_10000,49.0,1,False
2019,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,49.5,1,False
2019,Eye and adnexa diseases,rate_per_10000,80.9,1,False
2019,Genitourinary system diseases,rate_per_10000,106.8,1,False
2019,Infectious and parasitic diseases,rate_per_10000,120.9,1,False
2019,"Injuries, poisoning and external causes",rate_per_10000,123.2,1,False
2019,Mental and behavioral disorders,rate_per_10000,11.8,1,False
2019,Musculoskeletal system and connective tissue diseases,rate_per_10000,29.5,1,False
2019,Neoplasms,rate_per_10000,13.2,1,False
2019,Nervous system diseases,rate_per_10000,69.7,1,False
2019,Perinatal period conditions,rate_per_10000,736.8,1,False
2019,"Pregnancy, childbirth and puerperium",rate_per_10000,221.4,1,False
2019,Respiratory system diseases,rate_per_10000,776.9,1,False
2019,Skin and subcutaneous tissue diseases,rate_per_10000,44.2,1,False
2020,All diseases,absolute_cases,1800853.0,0,True
2020,Blood and blood-forming organ diseases and immune disorders,absolute_cases,65012.0,1,False
2020,Circulatory system diseases,absolute_cases,148516.0,1,False
2020,Clinical and laboratory abnormalities,absolute_cases,9703.0,1,False
2020,Congenital anomalies,absolute_cases,2419.0,1,False
2020,Digestive system diseases,absolute_cases,151360.0,1,False
2020,Ear and mastoid process diseases,absolute_cases,41348.0,1,False
2020,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,45106.0,1,False
2020,Eye and adnexa diseases,absolute_cases,72471.0,1,False
2020,Genitourinary system diseases,absolute_cases,99440.0,1,False
2020,Infectious and parasitic diseases,absolute_cases,168322.0,1,False
2020,"Injuries, poisoning and external causes",absolute_cases,111480.0,1,False
2020,Mental and behavioral disorders,absolute_cases,12334.0,1,False
2020,Musculoskeletal system and connective tissue diseases,absolute_cases,35787.0,1,False
2020,Neoplasms,absolute_cases,12098.0,1,False
2020,Nervous system diseases,absolute_cases,62126.0,1,False
2020,Perinatal period conditions,absolute_cases,8237.0,1,False
2020,"Pregnancy, childbirth and puerperium",absolute_cases,38996.0,1,False
2020,Respiratory system diseases,absolute_cases,677346.0,1,False
2020,Skin and subcutaneous tissue diseases,absolute_cases,38752.0,1,False
2020,All diseases,rate_per_10000,1800.8,0,True
2020,Blood and blood-forming organ diseases and immune disorders,rate_per_10000,65.0,1,False
2020,Circulatory system diseases,rate_per_10000,148.5,1,False
2020,Clinical and laboratory abnormalities,rate_per_10000,9.7,1,False
2020,Congenital anomalies,rate_per_10000,2.4,1,False
2020,Digestive system diseases,rate_per_10000,151.4,1,False
2020,Ear and mastoid process diseases,rate_per_10000,41.3,1,False
2020,"Endocrine system diseases, nutritional and metabolic disorders",rate_per_10000,45.1,1,False
2020,Eye and adnexa diseases,rate_per_10000,72.5,1,False
2020,Genitourinary system diseases,rate_per_10000,99.4,1,False
2020,Infectious and parasitic diseases,rate_per_10000,168.3,1,False
2020,"Injuries, poisoning and external causes",rate_per_10000,111.5,1,False
2020,Mental and behavioral disorders,rate_per_10000,12.3,1,False
2020,Musculoskeletal system and connective tissue diseases,rate_per_10000,35.8,1,False
2020,Neoplasms,rate_per_10000,12.1,1,False
2020,Nervous system diseases,rate_per_10000,62.1,1,False
2020,Perinatal period conditions,rate_per_10000,650.8,1,False
2020,"Pregnancy, childbirth and puerperium",rate_per_10000,149.7,1,False
2020,Respiratory system diseases,rate_per_10000,677.3,1,False
2020,Skin and subcutaneous tissue diseases,rate_per_10000,38.8,1,False
2021,All diseases,absolute_cases,2219145.0,0,True
2021,Blood and blood-forming organ diseases and immune disorders,absolute_cases,63336.0,1,False
2021,Circulatory system diseases,absolute_cases,167204.0,1,False
2021,Clinical and laboratory abnormalities,absolute_cases,13950.0,1,False
2021,Congenital anomalies,absolute_cases,3035.0,1,False
2021,Digestive system diseases,absolute_cases,174334.0,1,False
2021,Ear and mastoid process diseases,absolute_cases,56466.0,1,False
2021,"Endocrine system diseases, nutritional and metabolic disorders",absolute_cases,51777.0,1,False
2021,Eye and adnexa diseases,absolute_cases,103231.0,1,False
2021,Genitourinary system diseases,absolute_cases,105013.0,1,False
2021,Infectious and parasitic diseases,absolute_cases,208019.0,1,False
2021,"Injuries, poisoning and external causes",absolute_cases,109123.0,1,False
2021,Mental and behavioral disorders,absolute_cases,14409.0,1,False
2021,Musculoskeletal system and connective tissue diseases,absolute_cases,41891.0,1,False
2021,Neoplasms,absolute_cases,14841.0,1,False
2021,Nervous system diseases,absolute_cases,87951.0,1,False
